-739951.993507,-1045726.52822
-729312.086262,-1078138.32312
-770206.995519,-1054275.90268
-727347.289683,-1035152.16949
-675649.715800,-1073549.84889
-750258.249127,-1055074.04645
-712369.258377,-1049566.89865
-760917.821778,-1075963.12455
-782199.036343,-1066166.7758
-766468.843097,-1034881.46201
-692208.601714,-1056325.44271
-746096.269649,-1021998.83483
-693598.377391,-1075537.85191
-710478.855273,-1034312.7669
-729839.289882,-1010822.456
-705932.029465,-1014730.57355
-696224.040336,-999287.037832
-732899.955025,-1024164.46607
-696558.596667,-1033910.98915
-683709.716701,-1039219.2068
-780790.446015,-1087615.03735
-792274.352974,-1034924.04537
-722792.421702,-1061196.48287
-752392.290467,-1094244.08796
-763724.856135,-1020035.32946
-708527.460996,-1094509.89351
-732826.601711,-1096677.90797
-791761.811358,-1109429.78848
-755541.641185,-1161076.9506
-779164.464376,-1186441.52045
-687259.430597,-1165318.14312
-712363.038750,-1154098.96071
-755807.700467,-1197266.46508
-758790.428756,-1111576.57406
-773249.444615,-1121434.16004
-791115.558102,-1162706.65585
-734431.320438,-1139530.4855
-794840.550297,-1131056.85347
-734438.928372,-1118999.58749
-741382.953907,-1184694.17219
-729438.764592,-1170080.6756
-754589.963718,-1139601.67629
-809645.361085,-1152272.05994
-778479.893314,-1143818.21939
-810880.189246,-1088709.51557
-863371.504135,-1096365.09696
-810123.133982,-1115752.74633
-855794.468552,-1086847.92005
-836549.475803,-1113310.86994
-820448.330838,-1044972.98888
-808226.239348,-1100679.46588
-833025.593172,-1060081.15944
-819208.434323,-1073157.11853
-828573.060050,-1088421.72932
-800430.096562,-1067093.13487
-840016.698793,-1080616.43101
-851562.892381,-1061618.94436
-823850.289716,-1134843.25809
-871988.669771,-1060181.33931
-896966.843827,-1003327.24601
-884282.839937,-1018361.04146
-840900.805384,-1018307.7779
-870676.747021,-997508.853233
-865294.800750,-1036858.65643
-845417.258522,-997904.07579
-865772.982112,-1016452.4621
-779207.404230,-987035.278343
-741438.460163,-964972.138741
-810176.888233,-989087.158791
-823512.895217,-998309.64927
-746711.657297,-991636.335017
-795977.382086,-976808.725482
-781222.335173,-1008057.53756
-766773.429986,-995766.290689
-790641.929484,-991414.914585
-813837.904401,-1021127.18619
-752252.885620,-1006189.66827
-728319.229069,-945884.991066
-778430.554291,-974465.035517
-760532.660772,-973402.887339
-721205.225355,-956941.159214
-799047.607650,-1009854.76187
-719916.729826,-985513.697388
-679798.365589,-957719.769524
-680014.774545,-976891.291323
-658257.111977,-991302.249968
-695297.038441,-973855.85111
-720343.302026,-968417.586558
-668289.163407,-996049.397575
-668263.279501,-976422.795888
-683378.827799,-995165.697359
-675409.233050,-986922.609348
-605311.432629,-1002897.21037
-613453.674747,-1036067.27473
-641436.773941,-1016852.38107
-654514.885012,-1022968.55395
-646854.505345,-1040304.27039
-631731.173232,-1026973.30801
-673940.313817,-1016447.42663
-620509.901071,-1053905.41889
-658390.490717,-1008880.39355
